emotion,text,,,
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, á
and while I was working, she stayed behind me telling what I á
had, or not to do. I asked her to stop meddling, and to go to á
bed. When I went to ask for help to my sister, my mother ",,,
anger,"I was once this week angry when soemone trying to compress my á
mind due to his nonsense speech which himself could not tolerate á
at all.",,,
anger,"I sent a book to a friend of mine.  The book meant a lot to me á
and he lost it.",,,
anger,"Disagreements with mother.  When I moved from KankaanpSS, she had á
promised to help me move but broke her promise because of some á
hindrance. ",,,
anger,"My girlfriend mentioned a certain girl's name who was my girl á
some time back and she is no longer mine that she said she was á
still mine.",,,
anger,"I gave some personal information to a friend of mine, and he told á
it to some others who were implicated in the affair.",,,
anger,"A friend was unpunctual, we wanted to prepare ourselves for an á
examination.",,,
anger,"My lovely girlfriend double-crossed me and so that I found her á
chatting with another guy.",,,
anger,"When a colleague was rude with me because she didn't understand á
the subject about which I was discussing.",,,
anger,"I was angry when I heard that my only girl was going about with á
another man. So I decided to drop her but later the story came to á
be untrue.",,,
anger,"When I found out that the guy I was dating at a particular time á
had a steady relationship going on with someone else for a long á
time.",,,
anger,"I felt much anger when my fahter interferred in my relations with á
another person whom I liked very much, ending something that I á
adored.",,,
anger,"I once was accused of falling in love with someone's girlfriend á
which was not true because the girl was just a friend of mine.",,,
anger,When I was charmed by my relatives.,,,
anger,"Without the employer's knowledge and even without any á
communication their bank accounts were changed and their personal á
accounts closed.",,,
anger,"I felt angry when I heard that my sister had failed the á
Examinations which we hoped she was going to pass with á
distinctions.",,,
anger,"And she said absurd things, false things that filled my ears and á
inflated my head which seemed to be caught in a carcass where the á
heart wanted to explode and where the arm wanted to knock down á
the world.",,,
anger,"I have a very big family. At my grandmother's funeral we all met á
and everybody pretended mourning. In reality it was like a á
fashion-show: everybody wanted to show himself.",,,
anger,My parents did not let me go on holidays with my friends.,,,
anger,"I was very angry when I heard that my brother was beaten by his á
friends.á
",,,
anger,"The sports fishermen who catch gulls instead of fish with their hooks. á
  It is often a mistake but it makes me angry.",,,
anger,"When my father took away my cherised diaries to burn them (I was á
also very sad) ""Oh, how I hated him"".",,,
anger,"I planned to travel a distance of 20 kilometres on my bike. I á
planned this when I was working in the hospital. When I went to á
the house I found that a friend had taken my bike without my á
consent.",,,
anger,"When we still attended school, my brother and I usually went to á
see our aunt and to show her our term's report. She rewarded us á
with money. Although my reports were as good as my brother's, he á
got more money.",,,
anger,"Discussion with my mother about the way to educate my children. I á
felt anger against my mother.",,,
anger,"I was sleeping nicely until in the middle of the night when I became á
awake because a friend called me for some (in my opinion) á
nonsens reason.",,,
anger,"When I am discussing something with a person and I realize that á
the other person is thinking over her own argumentations instead á
of listening, I become angry.",,,
anger,"An incident occurred to me when I was going home with my á
girlfriend. On the way, a man named Banda grabbed my girlfriend á
in my presence. I was really angry with him and as a result I á
threw stones at him and he ran away.",,,
anger,Brother took my money to use for his own purposes.,,,
anger,"When I was misleaded by a person who assured that something would á
not occur, that I had no reason to prepccupy myself, and suddenly á
I saw myself implicated by the fact, because of the incompetence, á
and irresponsibility of that person.",,,
